Job_Title,Skill,Company,Company_Industry,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees
Data Analyst within a Data Science Group,JavaScript| Design Patterns| Machine Learning| SDLC| R| Python,Berkadia Commercial Mortgage,Real Estate,48,3.900000095,30,PA,"Less than 10,000"
Sr. Risk Data Analyst,Data Mining| Machine Learning| Data Analysis| R| Python| SQL,Bill.com,,11,3.799999952,30,CA,
"Enterprise Data Platform, Data Analyst",Time Management| SDLC| SQL| Tableau| Java| Git| Python| Jira| Jenkins| AWS,MUFG,Banks and Financial Services,41,2.599999905,30,NJ,"10,000+"
Senior Data Analyst - Marketing Insights & Analytics,Google AdWords| Customer Segmentation| Marketing Automation| Marketing| SQL| Doubleclick,WeWork,Consulting and Business Services,81,3.200000048,7,NY,
Senior Technical Data Analyst,Pig| Hive| Microsoft SQL Server| Perl| DynamoDB| R| SQL| SSL| Big Data| S3| Control-M| Informatica| Pentaho| Hadoop| Scala| Oracle| Tableau| Java| QlikView| Python,Intuit,Internet and Software,1103,4.199999809,7,CA,"Less than 10,000"
Data Analyst 3,Data Mining| Python| Excel| SQL| Tableau,Motion Recruitment Partners,,7,3.400000095,19,CA,
"Healix - Senior Analyst, Analytics, Business Intelligence",Microsoft Powerpoint| Visual Basic| Doubleclick| Python| SQL| Microsoft Office| Tableau,IPG Mediabrands,"Media, News and Publishing",48,3.700000048,1,NY,
"Data Analyst, Mid",Survey Design| OBIEE| Machine Learning| R| SAS| Excel| Tableau| STATA| SPSS| Python,Booz Allen Hamilton,Consulting and Business Services,1733,3.900000095,30,DC,"10,000+"
Data Visualization Specialist - Consultant (Tableau or Power...,Microsoft SQL Server| Machine Learning| Hadoop| Oracle| SQL| Tableau| Teradata| Apache| Alteryx,Clarity Insights,,10,3.5,5,USA,
"Data Analyst, Senior",Hive| Hadoop| R| Microsoft Office| SQL| Java| Python,Booz Allen Hamilton,Consulting and Business Services,1733,3.900000095,30,VA,"10,000+"
Data Science & Analytics,Survey Design| Performance Marketing,Publicis.Sapient,,12,3.799999952,30,TX,
Data Visualization Specialist - Consultant (Tableau or Alter...,Microsoft SQL Server| Machine Learning| Hadoop| Oracle| SQL| Tableau| Teradata| Apache| Alteryx,Clarity Insights,,10,3.5,4,CA,
Sr Analyst - Gobal MIS and & Data Analytics,Business Intelligence| Microsoft Powerpoint| Visual Basic| Project Management| Microsoft Office| Excel| SQL| Microsoft Access| T-SQL| SharePoint| Analysis Skills| QlikView,Citi,Banks and Financial Services,14629,3.900000095,8,FL,"10,000+"
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,Banks and Financial Services,29966,3.799999952,30,NY,"10,000+"
Digital Analytics Analyst,Oracle| SQL| Tableau,PureCars,,7,3.599999905,30,GA,
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,Banks and Financial Services,29963,3.799999952,30,NJ,"10,000+"
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,Banks and Financial Services,29963,3.799999952,30,CA,"10,000+"
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,Banks and Financial Services,29966,3.799999952,30,CA,"10,000+"
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,Banks and Financial Services,29966,3.799999952,30,CA,"10,000+"
"Assistant Vice President, Data and Analytics, Strategy & Dis...",Microsoft Word| Data Mining| Microsoft Powerpoint,Arch Capital Group Ltd.,,35,4.199999809,30,CT,
"VP, Digital Analytics: Senior Data Analyst",Hive| Time Management| Hadoop| R| SAS| SQL| Big Data| Data Warehouse| Python,JPMorgan Chase,Banks and Financial Services,21159,3.900000095,30,CA,"10,000+"
Epic Clarity Data Analyst Architect,Epic Certification| Epic| SQL,Engage Partners,,16,3.799999952,30,MD,
Business Data Analyst - Senior Consultant - National,Machine Learning| Oracle| SAS| SQL| Tableau| Data Warehouse| QlikView| Informatica,Clarity Insights,,10,3.5,30,IL,
"Senior Analyst, People Analytics & Insights",Project Management| Hadoop| Business Analysis| Tableau,Palo Alto Networks,Internet and Software,56,4.099999905,30,CA,"Less than 10,000"
Talent Management Strategic Workforce Planning Data Analyst/...,TS/SCI Clearance| SQL| Project Planning| Strategic Planning,Assured Consulting Solutions,,,,30,MD,
Work Force Analytics Analyst,Big Data| Statistical Software| Business Intelligence| Data Mining| Microsoft Powerpoint| Visio| Data Analysis| Workday,ITT Corporation,,865,3.799999952,30,NY,
Product Manager - Data & Analytics,,FIS,Banks and Financial Services,1447,3.5,1,FL,"10,000+"
"VP, Digital Analytics: Senior Data Analyst",Hive| Time Management| Hadoop| R| SAS| SQL| Big Data| Data Warehouse| Python,JPMorgan Chase,Banks and Financial Services,21159,3.900000095,30,NY,"10,000+"
MGR DATA SCIENCE AND ANALYTICS,Machine Learning| R| Leadership Experience| Statisical Analysis| Python| SQL| Tableau,The Home Depot,RetailConsumer Goods and Services,41290,3.799999952,6,GA,"10,000+"
Senior Data Analyst - Internal Audit,CISSP| Certified Information Systems Auditor| Certified Internal Auditor| Project Management| CPA| Audits,Western Union,Banks and Financial Services,1048,4,30,CO,"10,000+"
Head of eBusiness Analytics and Data Science,Machine Learning| Marketing Automation| Leadership Experience,EMD,Industrial Manufacturing,50,4,30,MO,"10,000+"
Senior Epic Reporting and Data Analyst,Epic Certification| Epic| SQL,Community Health Network,Health Care,331,4,30,IN,"10,000+"
Trading Data Analytics Consultant,Microsoft Word| Microsoft Powerpoint| Microsoft Office,Accenture,Consulting and Business Services,14988,4,30,NY,"10,000+"
Data Analyst - VP - CIB Treasury Services,Statistical Software| Hive| Hadoop| R| SQL| Big Data| Data Analysis| Python,JPMorgan Chase,Banks and Financial Services,21159,3.900000095,30,NY,"10,000+"
"Director, Product - Data & Analytics",Machine Learning| Management Experience| SQL| Tableau,Fullscreen Media,,33,4.199999809,30,CA,
Talent Management Strategic Workforce Planning Data Analyst/...,TS/SCI Clearance| SQL| Project Planning| Strategic Planning,Assured Consulting Solutions,,,,30,VA,
Senior Data Analyst,Data Mining| Data Warehouse,Broadridge,,570,3.599999905,30,NY,
Technical Data Analyst,Microsoft Powerpoint| Excel| Tableau,JPMorgan Chase,Banks and Financial Services,21159,3.900000095,25,NJ,"10,000+"
Senior Data Analyst,Hive| Data Mining| Hadoop| Python| SQL| Tableau,Robert Walters,Human Resources and Staffing,49,3.799999952,29,NY,
SQL + Oracle EBS Data Analyst,Microsoft SQL Server| Oracle EBS| Oracle| SQL,Dice,,,,15,TX,
Sr Director - Data & Analytics,Business Intelligence| Data Mining| Hadoop| R| Oracle| SQL| Tableau| Java| Python,GE Careers,Industrial Manufacturing,4683,4,13,USA,"10,000+"
Analytics - Vice President,Statistical Software| Spark| R| SAS| Python| Omniture| SQL,Merkle Inc.,Consulting and Business Services,136,3.400000095,8,MD,"Less than 10,000"
Manager - Data Analytics Platforms,Java| Business Intelligence| Python| C/C++| SQL| Tableau,Wayfair,Internet and Software,397,3.400000095,18,MA,"Less than 10,000"
Lead SAP Master Data Analyst,Project Implementation| SAP,L Brands,,50,3.700000048,30,OH,
"Director, Product - Data & Analytics",Machine Learning| SQL| Tableau,Fullscreen,,33,4.199999809,30,CA,
"Senior Business Analyst, US Retail Business Analytics",,Sephora,Retail,2977,4,30,CA,"10,000+"
Director - Data & Analytics,Pig| Design Patterns| Hive| Power BI| Oracle| SQL| Sybase| MySQL| QlikView| PostgreSQL| NoSQL| DB2,AIG,Insurance,2807,3.799999952,30,CA,"10,000+"
Technology and Data Analyst - Associate Director (Ratings Ri...,Natural Language Processing| Data Mining| Machine Learning| Data Warehouse| Visual Basic| Python| SQL| Tableau,McGraw Hill Financial,Banks and Financial Services,32,3.599999905,30,NY,
Assistant Vice President (Analytics),Data Mining| Marketing| Management Experience,EXL,Consulting and Business Services,1208,3.799999952,15,CT,"Less than 10,000"
Associate Actuary (Claims Analytics),R| Python,USAA,Insurance,2175,4,1,USA,"10,000+"
"Director Product Data Science and Analytics, Advertising",Data Analysis| Scripting| Leadership Experience| Python| SQL,King.com,,,,4,CA,
"Solution Analyst - Healthcare Analytics & Delivery, New Vent...",Hive| Machine Learning| Project Management| Hadoop| R| SQL| Tableau,McKinsey & Company,,411,4.300000191,21,NY,
"Director, Data Science & Analytics",Machine Learning,Cisco Meraki,Internet and Software,10,4.400000095,30,CA,"Less than 10,000"
"Director, Advanced Analytics - Talent Analytics",Project Management| Statisical Analysis,Liberty Mutual,Insurance,2914,3.700000048,1,MA,"10,000+"
"SENIOR ANALYST, MARKETING ANALYTICS",Power BI| Marketing| R| SAS| SQL| Cloud Computing| Tableau| Python,HAVI Logistics,Transport and Freight,28,3.900000095,30,IL,
Head of Commercial Data & Analytics,R| SAS,GlaxoSmithKline,Pharmaceuticals,3195,4.199999809,30,NC,"10,000+"
"Big Data Architect, Analytics",Pig| Hive| Hadoop| Perl| SDLC| HBase| SQL| Apache| Big Data| Java| Cassandra| MongoDB| NoSQL| Python,CapTech Consulting,Consulting and Business Services,15,4.5,29,VA,"Less than 10,000"
Associate Actuary (Claims Analytics),R| Python,USAA,Insurance,2175,4,1,VA,"10,000+"
Director Data & Analytics Digital Media,Microsoft Powerpoint| R| SAS| Omniture| Microsoft Office| Tableau| SPSS| Leadership Experience| Doubleclick| Python,GroupM,"Media, News and Publishing",95,3.799999952,30,NY,"10,000+"
"Tableau Business Intelligence Analyst, Lead",TS/SCI Clearance| Tableau,Booz Allen Hamilton,Consulting and Business Services,1733,3.900000095,30,VA,"10,000+"
Financial Crimes Data Analyst,Machine Learning| SQL| Tableau| Big Data| Troubleshooting| Data Warehouse| Informatica| Shell Scripting| Python| DB2,"Open Systems Technologies, Inc.",Consulting and Business Services,36,4,29,NY,"Less than 10,000"
"Director, eCommerce Optimization & Analytics",SQL,Globoforce Limited,,2,5,12,MA,
Director of Business Intelligence and Analytics,Pentaho| Project Management| Management Experience| Business Analysis| IT Experience| SQL| Tableau,Wycliffe Bible Translators,,14,4.400000095,9,FL,
Senior Manager of Data & Analytics,Java| R| Python| SQL| Tableau,First Republic Bank,,132,4,20,CA,
Head of Analytics,Machine Learning| R| Python| Sentiment Analytics,Harry's,,12,4.199999809,30,NY,
"Director, Marketing Analytics",Data Mining| R| SAS,Targetbase,,16,3,14,NC,
"Group Manager, Digital Marketing Data Science and Analytics",Leadership Experience| SQL,Intuit,Internet and Software,1103,4.199999809,30,CA,"Less than 10,000"
"Analytics Business Partner, Market Intelligence",Customer Segmentation| Microsoft Powerpoint| Marketing| SQL| Excel| Tableau,Autodesk,Internet and Software,333,4.099999905,30,CA,"Less than 10,000"
"Director, Product Analytics",Machine Learning| SQL,"Williams-Sonoma, Inc.",,1690,3.700000048,30,CA,
Analytics & Insights Manager,R| Python| SQL,Uber,Internet and Software,642,3.700000048,21,CA,"10,000+"
Associate Actuary (Claims Analytics),R| Python,USAA,Insurance,2175,4,1,FL,"10,000+"
"Director, Client Analytics",,Precima,,,,30,IL,
"VP, Analytics",Salesforce CRM| Management Experience| Statisical Analysis| Business Management| SQL| Excel| Tableau| Business Analysis,Vistage Worldwide,Consulting and Business Services,10,3.799999952,30,CA,"Less than 10,000"
Project Lead Big Data Analytics,Big Data| Hive| Spark| Hadoop| HBase| Tableau,Wipro LTD,Transport and Freight,11485,3.799999952,30,CA,"10,000+"
Product Manager - Analytics Data Platform,Machine Learning| Hadoop| Kafka| Spark| Kubernetes,Teradata,Internet and Software,145,3.799999952,2,CA,"10,000+"
"Director, Digital &Travel Operations Analytics",Business Intelligence| Project Management| Marketing| E-Commerce| Leadership Experience,Disney,"Restaurants, Travel and Leisure",4330,4.199999809,30,FL,"10,000+"
System Director Analytics,Machine Learning,Franciscan Health,Health Care,456,3.700000048,20,IN,"10,000+"
Head of Sales Strategy & Analytics - Quip,SQL| Tableau,Salesforce,Internet and Software,417,4.199999809,25,CA,"10,000+"
Associate Actuary (Claims Analytics),R| Python,USAA,Insurance,2175,4,1,AZ,"10,000+"
Associate Actuary (Claims Analytics),R| Python,USAA,Insurance,2175,4,1,TX,"10,000+"
Associate Actuary (Claims Analytics),R| Python,USAA,Insurance,2174,4,1,CO,"10,000+"
"Group Manager, Accountant Segment Data Science and Analytics",Leadership Experience| SQL,Intuit,Internet and Software,1103,4.199999809,30,CA,"Less than 10,000"
Associate Actuary (Claims Analytics),R| Python,USAA,Insurance,2175,4,1,TX,"10,000+"
Staff VP Data and Analytics Management - PS14328,System Design| Hadoop| Kafka| Management Experience| Teradata| Tableau| Java| Spark| Informatica,"Anthem, Inc.",Health Care,3348,3.799999952,1,USA,"10,000+"
Marketing Data Analyst (6 month contract),R| Marketing| Python| SQL,Harnham,Consulting and Business Services,6,4.800000191,11,CA,"Less than 10,000"
"VP, IT Data & Analytics",Project Management| Management Consulting| Leadership Experience| Strategic Planning,Hertz,Auto,4280,3.400000095,30,FL,"10,000+"
"VP, Data Analytics & Insights",AI| Machine Learning| Project Management| R| SQL| Teaching Experience| Python,Wiley,Consulting and Business Services,208,3.900000095,30,NJ,
"Director, Data & Analytics",Sentiment Analytics| Python| SQL,WeWork,Consulting and Business Services,81,3.200000048,30,NY,
"SVP/VP, Analytics",Marketing,Weber Shandwick,,108,4,6,NY,
VP of Analytics,,Coffee Meets Bagel,,,,30,CA,
Data Analytics Developer,Pig| Business Intelligence| Hive| AI| Data Mining| Machine Learning| Hadoop| Kafka| HBase| SQL| Tableau| Big Data| Spark| NoSQL| Python,Morgan Stanley,Banks and Financial Services,2900,3.900000095,21,NY,"10,000+"
"Sr. Director, Data & Analytics",,Thermo Fisher Scientific,Industrial Manufacturing,2065,3.599999905,28,CA,"10,000+"
VP Analytics,Business Intelligence| Microsoft SQL Server| QlikView| Oracle| Tableau| Microsoft Access,Zenith,,358,3.5,30,NY,
"Director, Data Science & Analytics",Machine Learning,Cisco Systems,Internet and Software,4252,4.099999905,30,CA,"10,000+"
Digital Consultant (Wharton Bus Analytics Career Expo),Machine Learning,EXL,Consulting and Business Services,1208,3.799999952,1,NY,"Less than 10,000"
"Principal Quantitative Analyst, Advanced Analytics- New York...",Machine Learning| Predictive Analytics| Spark| Python,Finra,Banks and Financial Services,84,3.799999952,30,NY,"Less than 10,000"
"VP, Hotel Analytics",Business Intelligence| Data Mining| SQL,Priceline.com,"Restaurants, Travel and LeisureConsulting and Business Services",77,3.900000095,30,CT,"Less than 10,000"
Executive Director of Analytics and Insights,Marketing| Azure| AWS,Ramsey Solutions,,3,5,2,TN,
"Product Marketing Manager, Data and Analytics, BigQuery, Goo...",Product Demos| Marketing,Google,Internet and Software,2642,4.300000191,30,WA,"10,000+"
"Director, Business Operations & Analytics",Management Consulting,Adobe,Internet and Software,484,4.300000191,30,CA,"10,000+"
"Vice President, Marketing Analytics Research & Data Science",Public Relations| Machine Learning| R| SQL| Hadoop| Marketing| SAS| Teradata| Spark| Python,Charles Schwab,Banks and Financial Services,948,4.099999905,12,CA,"10,000+"
Head of Global Security Business Intelligence and Analytics,Business Intelligence| Business Analysis| SQL,Facebook,Internet and Software,387,4.199999809,5,CA,"10,000+"
"Product Marketing Manager, Data and Analytics, BigQuery, Goo...",Product Demos| Marketing,Google,Internet and Software,2642,4.300000191,30,CA,"10,000+"
"VP, Strategy & Analytics- Executive Programs - Strategy Inno...",Microsoft Powerpoint| Crystal Reports| SQL| Excel,"Gartner, Inc.","Media, News and Publishing",307,3.799999952,30,CT,"Less than 10,000"
"Product Marketing Manager, Data and Analytics, BigQuery, Goo...",Product Demos| Marketing,Google,Internet and Software,2641,4.300000191,30,CA,"10,000+"
"AVP, Investment Analytics",Chartered Financial Analyst| Project Management| R| SQL| Visual Basic| Process Improvement| SAS| Management Experience| Python,Manulife,Insurance,190,4,4,MA,
"Delivery Manager, Data Analytics",Pig| Microsoft Project| Hadoop| SDLC| Azure| R| Scala| SQL| Tableau| Spark| Visio| Informatica| Python| Jira| AWS,Ameritas,Insurance,101,3.200000048,30,OH,"Less than 10,000"
Director Strategic Business Analytics - Global Integrated Kn...,Business Intelligence| Google Analytics| Leadership Experience| SQL| Tableau,Nike,Consumer Goods and Services,6574,4.199999809,30,OR,"10,000+"
Sr. Business Analytics Manager - Data Science,Machine Learning| Microsoft Powerpoint| R| SAS| SQL| Microsoft Word| Analysis Skills| Business Analysis| Jira,Medidata Solutions,Internet and Software,54,3.700000048,8,NY,
"Director, Data Science, Analytics and Reporting",TensorFlow| Database Marketing| Machine Learning| Experimental Design| R| SQL| Big Data| Design Experience| AI| Data Mining| Hadoop| Marketing| Management Experience| Teradata| Python| Data Science,RBC,Banks and Financial Services,2905,4.099999905,6,NC,"10,000+"
SVP of Marketing Analytics and Strategy - Specialty Retailer,Data Mining| Machine Learning| Management Experience| Marketing Mix Modeling,Harnham,Consulting and Business Services,6,4.800000191,21,CA,"Less than 10,000"
"Managing Director, Automotive Analytics",Analysis Skills,J.D. Power,,13,3.299999952,14,VA,
"Head of Restaurant Growth Analytics and Insights, Uber Eats...",B2B Sales| SPSS| R| Python| SQL,Uber,Internet and Software,641,3.799999952,6,CA,"10,000+"
VP Digital Analytics,Marketing| R| Digital Marketing| Python,Harnham,Consulting and Business Services,6,4.800000191,30,NY,"Less than 10,000"
VP Advanced Analytics,Machine Learning| SAS| Python| SQL,Harnham,Consulting and Business Services,6,4.800000191,30,NY,"Less than 10,000"
"Senior Product Manager, Analytics",Analysis Skills| Google Cloud Platform| Azure| AWS,Zynga,,79,3.799999952,4,CA,
"Manager, Analytics Consulting",Hadoop| R| SAS| Python| SQL| Tableau,Smith Hanley Associates,Consulting and Business Services,18,4.099999905,14,CA,"Less than 10,000"
